,Unnamed: 0,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,date,year,month,day,hour,week_day,duration
3791,3791,2019-03-24 02:33:17,2019-03-24 02:36:23,5,0.44,4.0,1.56,0.0,9.36,yellow,credit card,Gramercy,Gramercy,Manhattan,Manhattan,2019-03-24,2019,3,24,2,Sunday,3.1
3792,3792,2019-03-14 17:42:14,2019-03-14 17:44:51,1,0.57,4.0,0.0,0.0,8.3,yellow,cash,Upper West Side North,Manhattan Valley,Manhattan,Manhattan,2019-03-14,2019,3,14,17,Thursday,2.62
3793,3793,2019-03-24 06:07:30,2019-03-24 06:12:22,1,1.5,6.5,0.0,0.0,9.8,yellow,,,Midtown East,,Manhattan,2019-03-24,2019,3,24,6,Sunday,4.87
3794,3794,2019-03-11 14:46:10,2019-03-11 14:58:13,1,1.42,9.0,1.5,0.0,13.8,yellow,credit card,Greenwich Village North,Midtown South,Manhattan,Manhattan,2019-03-11,2019,3,11,14,Monday,12.05
3795,3795,2019-03-22 12:22:15,2019-03-22 12:39:08,1,3.13,14.0,2.0,0.0,19.3,yellow,credit card,Battery Park City,East Chelsea,Manhattan,Manhattan,2019-03-22,2019,3,22,12,Friday,16.88
3796,3796,2019-03-17 17:16:12,2019-03-17 17:30:43,1,1.75,10.5,0.69,0.0,14.49,yellow,credit card,Midtown South,East Chelsea,Manhattan,Manhattan,2019-03-17,2019,3,17,17,Sunday,14.52
3797,3797,2019-03-25 15:10:57,2019-03-25 15:32:12,1,2.6,14.5,0.0,0.0,17.8,yellow,cash,Union Sq,Chinatown,Manhattan,Manhattan,2019-03-25,2019,3,25,15,Monday,21.25
3798,3798,2019-03-06 11:16:12,2019-03-06 11:39:07,1,1.3,14.0,0.0,0.0,17.3,yellow,cash,Garment District,Flatiron,Manhattan,Manhattan,2019-03-06,2019,3,6,11,Wednesday,22.92
3799,3799,2019-03-07 10:33:16,2019-03-07 11:02:37,2,8.05,29.5,0.0,0.0,32.8,yellow,cash,Midtown North,Battery Park City,Manhattan,Manhattan,2019-03-07,2019,3,7,10,Thursday,29.35
3800,3800,2019-03-08 21:16:48,2019-03-08 21:26:31,1,1.66,8.5,0.0,0.0,12.3,yellow,cash,Midtown South,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2019-03-08,2019,3,8,21,Friday,9.72
3801,3801,2019-03-02 17:33:44,2019-03-02 17:40:46,6,0.93,6.5,1.96,0.0,11.76,yellow,credit card,Meatpacking/West Village West,Greenwich Village North,Manhattan,Manhattan,2019-03-02,2019,3,2,17,Saturday,7.03
3802,3802,2019-03-16 08:02:23,2019-03-16 08:26:32,1,6.6,23.0,0.0,0.0,26.3,yellow,cash,Times Sq/Theatre District,Financial District South,Manhattan,Manhattan,2019-03-16,2019,3,16,8,Saturday,24.15
3803,3803,2019-03-28 19:48:00,2019-03-28 20:31:39,1,17.7,52.0,0.0,5.76,65.56,yellow,,JFK Airport,Penn Station/Madison Sq West,Queens,Manhattan,2019-03-28,2019,3,28,19,Thursday,43.65
3804,3804,2019-03-14 15:50:27,2019-03-14 15:59:46,1,1.34,8.0,2.26,0.0,13.56,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan,2019-03-14,2019,3,14,15,Thursday,9.32
3805,3805,2019-03-01 14:59:29,2019-03-01 15:17:18,1,2.1,12.5,4.0,0.0,19.8,yellow,credit card,West Village,Midtown South,Manhattan,Manhattan,2019-03-01,2019,3,1,14,Friday,17.82
3806,3806,2019-03-08 09:32:05,2019-03-08 09:43:41,2,1.0,8.5,1.5,0.0,13.3,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan,2019-03-08,2019,3,8,9,Friday,11.6
3807,3807,2019-03-14 09:26:10,2019-03-14 10:03:06,1,4.9,25.0,2.0,0.0,30.3,yellow,credit card,Lincoln Square East,East Village,Manhattan,Manhattan,2019-03-14,2019,3,14,9,Thursday,36.93
3808,3808,2019-03-05 13:47:10,2019-03-05 14:11:49,2,5.18,20.0,4.66,0.0,27.96,yellow,credit card,Lenox Hill West,Greenwich Village South,Manhattan,Manhattan,2019-03-05,2019,3,5,13,Tuesday,24.65
3809,3809,2019-03-14 09:26:37,2019-03-14 09:58:51,1,4.9,24.5,8.34,0.0,36.14,yellow,credit card,Chinatown,Midtown East,Manhattan,Manhattan,2019-03-14,2019,3,14,9,Thursday,32.23
3810,3810,2019-03-17 09:22:20,2019-03-17 09:41:08,1,3.29,15.0,2.2,0.0,18.0,yellow,credit card,Washington Heights South,East Harlem North,Manhattan,Manhattan,2019-03-17,2019,3,17,9,Sunday,18.8
3811,3811,2019-03-14 09:05:48,2019-03-14 09:12:12,1,0.43,5.5,1.76,0.0,10.56,yellow,credit card,Kips Bay,Murray Hill,Manhattan,Manhattan,2019-03-14,2019,3,14,9,Thursday,6.4
3812,3812,2019-03-13 11:38:21,2019-03-13 11:55:27,2,1.88,12.0,3.82,0.0,19.12,yellow,credit card,West Village,World Trade Center,Manhattan,Manhattan,2019-03-13,2019,3,13,11,Wednesday,17.1
3813,3813,2019-03-15 06:14:16,2019-03-15 06:20:32,1,0.9,6.0,1.85,0.0,11.15,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan,2019-03-15,2019,3,15,6,Friday,6.27
3814,3814,2019-03-04 12:34:41,2019-03-04 13:04:38,2,7.8,28.0,5.0,0.0,36.3,yellow,credit card,LaGuardia Airport,Sutton Place/Turtle Bay North,Queens,Manhattan,2019-03-04,2019,3,4,12,Monday,29.95
3815,3815,2019-03-27 07:34:07,2019-03-27 07:36:17,1,0.86,4.5,2.34,0.0,10.14,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan,2019-03-27,2019,3,27,7,Wednesday,2.17
3816,3816,2019-03-09 21:57:03,2019-03-09 22:06:39,1,1.12,7.5,2.26,0.0,13.56,yellow,credit card,East Village,West Village,Manhattan,Manhattan,2019-03-09,2019,3,9,21,Saturday,9.6
3817,3817,2019-03-05 22:43:16,2019-03-05 23:05:50,6,4.72,19.0,3.0,0.0,25.8,yellow,credit card,Gramercy,Upper West Side North,Manhattan,Manhattan,2019-03-05,2019,3,5,22,Tuesday,22.57
3818,3818,2019-03-21 17:01:51,2019-03-21 17:15:31,1,2.47,11.5,3.16,0.0,18.96,yellow,credit card,Murray Hill,Yorkville West,Manhattan,Manhattan,2019-03-21,2019,3,21,17,Thursday,13.67
3819,3819,2019-03-05 11:26:31,2019-03-05 11:56:18,2,5.65,22.5,0.0,0.0,25.8,yellow,credit card,East Harlem South,Union Sq,Manhattan,Manhattan,2019-03-05,2019,3,5,11,Tuesday,29.78
3820,3820,2019-03-02 08:27:24,2019-03-02 08:29:22,5,0.28,3.5,0.0,0.0,6.8,yellow,cash,Union Sq,Gramercy,Manhattan,Manhattan,2019-03-02,2019,3,2,8,Saturday,1.97
3821,3821,2019-03-30 04:54:22,2019-03-30 05:06:05,1,3.3,12.0,3.15,0.0,18.95,yellow,credit card,West Chelsea/Hudson Yards,Financial District North,Manhattan,Manhattan,2019-03-30,2019,3,30,4,Saturday,11.72
3822,3822,2019-03-27 19:43:18,2019-03-27 19:48:14,2,0.53,5.0,0.0,0.0,9.3,yellow,cash,Union Sq,Union Sq,Manhattan,Manhattan,2019-03-27,2019,3,27,19,Wednesday,4.93
3823,3823,2019-03-15 11:58:40,2019-03-15 12:00:13,2,0.56,3.5,0.0,0.0,6.8,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan,2019-03-15,2019,3,15,11,Friday,1.55
3824,3824,2019-03-01 19:38:18,2019-03-01 19:46:42,2,1.48,7.0,2.26,0.0,13.56,yellow,credit card,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2019-03-01,2019,3,1,19,Friday,8.4
3825,3825,2019-03-21 06:49:32,2019-03-21 07:29:34,1,12.54,40.0,0.0,5.76,46.56,yellow,credit card,Flatlands,Clinton East,Brooklyn,Manhattan,2019-03-21,2019,3,21,6,Thursday,40.03
3826,3826,2019-03-29 20:42:08,2019-03-29 20:55:02,1,1.6,10.0,0.0,0.0,13.8,yellow,cash,Garment District,Union Sq,Manhattan,Manhattan,2019-03-29,2019,3,29,20,Friday,12.9
3827,3827,2019-03-21 20:24:31,2019-03-21 20:51:18,2,5.03,19.5,4.0,0.0,27.3,yellow,credit card,Hudson Sq,Park Slope,Manhattan,Brooklyn,2019-03-21,2019,3,21,20,Thursday,26.78
3828,3828,2019-03-10 04:26:46,2019-03-10 04:45:12,2,5.5,19.5,4.65,0.0,27.95,yellow,credit card,Kips Bay,Battery Park City,Manhattan,Manhattan,2019-03-10,2019,3,10,4,Sunday,18.43
3829,3829,2019-03-12 20:35:16,2019-03-12 21:00:49,1,5.22,19.5,3.0,0.0,26.3,yellow,credit card,Union Sq,Boerum Hill,Manhattan,Brooklyn,2019-03-12,2019,3,12,20,Tuesday,25.55
3830,3830,2019-03-17 16:54:01,2019-03-17 16:59:39,1,0.81,5.5,1.76,0.0,10.56,yellow,credit card,Greenwich Village North,West Village,Manhattan,Manhattan,2019-03-17,2019,3,17,16,Sunday,5.63
3831,3831,2019-03-09 23:49:51,2019-03-10 00:00:30,1,2.19,9.5,0.0,0.0,13.3,yellow,cash,Upper West Side South,Times Sq/Theatre District,Manhattan,Manhattan,2019-03-09,2019,3,9,23,Saturday,10.65
3832,3832,2019-03-09 19:47:10,2019-03-09 20:09:17,1,2.57,15.0,0.0,0.0,18.3,yellow,cash,West Village,Midtown Center,Manhattan,Manhattan,2019-03-09,2019,3,9,19,Saturday,22.12
3833,3833,2019-03-31 10:46:21,2019-03-31 11:05:05,2,3.63,14.5,3.56,0.0,21.36,yellow,credit card,Midtown Center,Little Italy/NoLiTa,Manhattan,Manhattan,2019-03-31,2019,3,31,10,Sunday,18.73
3834,3834,2019-03-25 22:23:40,2019-03-25 22:33:47,6,1.24,8.0,2.36,0.0,14.16,yellow,credit card,Hudson Sq,Lower East Side,Manhattan,Manhattan,2019-03-25,2019,3,25,22,Monday,10.12
3835,3835,2019-03-05 06:46:11,2019-03-05 07:36:15,1,9.7,37.0,0.0,0.0,37.8,yellow,credit card,Canarsie,Seaport,Brooklyn,Manhattan,2019-03-05,2019,3,5,6,Tuesday,50.07
3836,3836,2019-03-12 20:30:27,2019-03-12 20:34:46,1,1.21,6.0,1.47,0.0,11.27,yellow,credit card,Midtown East,Gramercy,Manhattan,Manhattan,2019-03-12,2019,3,12,20,Tuesday,4.32
3837,3837,2019-03-04 06:06:45,2019-03-04 06:15:16,1,2.4,9.5,2.55,0.0,15.35,yellow,credit card,Clinton East,Lenox Hill West,Manhattan,Manhattan,2019-03-04,2019,3,4,6,Monday,8.52
3838,3838,2019-03-09 09:14:18,2019-03-09 09:23:17,1,0.94,7.5,2.16,0.0,12.96,yellow,credit card,Flatiron,West Chelsea/Hudson Yards,Manhattan,Manhattan,2019-03-09,2019,3,9,9,Saturday,8.98
3839,3839,2019-03-23 14:34:46,2019-03-23 14:42:43,6,1.39,7.0,0.0,0.0,10.3,yellow,cash,Union Sq,SoHo,Manhattan,Manhattan,2019-03-23,2019,3,23,14,Saturday,7.95
3840,3840,2019-03-18 11:13:42,2019-03-18 11:31:20,5,3.82,15.0,4.58,0.0,22.88,yellow,credit card,Morningside Heights,Upper East Side South,Manhattan,Manhattan,2019-03-18,2019,3,18,11,Monday,17.63
3841,3841,2019-03-03 00:12:50,2019-03-03 00:23:26,2,1.9,9.0,0.0,0.0,12.8,yellow,cash,East Village,Penn Station/Madison Sq West,Manhattan,Manhattan,2019-03-03,2019,3,3,0,Sunday,10.6
3842,3842,2019-03-22 20:51:04,2019-03-22 21:11:45,1,3.9,18.0,4.0,0.0,25.8,yellow,credit card,Penn Station/Madison Sq West,Battery Park City,Manhattan,Manhattan,2019-03-22,2019,3,22,20,Friday,20.68
3843,3843,2019-03-11 15:23:02,2019-03-11 16:10:26,1,13.13,42.5,0.0,5.76,51.56,yellow,credit card,UN/Turtle Bay South,Bay Ridge,Manhattan,Brooklyn,2019-03-11,2019,3,11,15,Monday,47.4
3844,3844,2019-03-11 07:08:42,2019-03-11 07:21:38,1,2.4,11.0,0.7,0.0,15.0,yellow,credit card,Gramercy,Times Sq/Theatre District,Manhattan,Manhattan,2019-03-11,2019,3,11,7,Monday,12.93
3845,3845,2019-03-27 22:38:49,2019-03-27 23:06:34,1,9.3,29.0,7.2,0.0,40.0,yellow,credit card,TriBeCa/Civic Center,Central Harlem North,Manhattan,Manhattan,2019-03-27,2019,3,27,22,Wednesday,27.75
3846,3846,2019-03-06 09:45:01,2019-03-06 10:00:17,1,1.56,11.0,0.0,0.0,14.3,yellow,cash,Midtown Center,Lenox Hill West,Manhattan,Manhattan,2019-03-06,2019,3,6,9,Wednesday,15.27
3847,3847,2019-03-21 20:25:40,2019-03-21 20:51:40,1,14.9,40.0,8.25,0.0,49.55,yellow,credit card,JFK Airport,Steinway,Queens,Queens,2019-03-21,2019,3,21,20,Thursday,26.0
3848,3848,2019-03-26 12:53:54,2019-03-26 13:00:32,1,0.8,6.0,0.0,0.0,9.3,yellow,cash,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan,2019-03-26,2019,3,26,12,Tuesday,6.63
3849,3849,2019-03-29 17:54:07,2019-03-29 17:58:48,1,0.66,5.0,2.32,0.0,11.62,yellow,credit card,Greenwich Village North,Flatiron,Manhattan,Manhattan,2019-03-29,2019,3,29,17,Friday,4.68
3850,3850,2019-03-15 10:35:51,2019-03-15 11:26:09,1,22.34,52.0,6.5,5.76,67.56,yellow,credit card,JFK Airport,Lincoln Square West,Queens,Manhattan,2019-03-15,2019,3,15,10,Friday,50.3
3851,3851,2019-03-22 08:39:32,2019-03-22 08:56:56,1,2.6,13.0,0.0,0.0,16.3,yellow,cash,Yorkville East,UN/Turtle Bay South,Manhattan,Manhattan,2019-03-22,2019,3,22,8,Friday,17.4
3852,3852,2019-03-26 16:21:11,2019-03-26 17:26:21,3,18.06,52.0,13.11,5.76,78.67,yellow,credit card,JFK Airport,Times Sq/Theatre District,Queens,Manhattan,2019-03-26,2019,3,26,16,Tuesday,65.17
3853,3853,2019-03-22 15:50:43,2019-03-22 15:58:57,2,1.4,7.5,0.0,0.0,11.8,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan,2019-03-22,2019,3,22,15,Friday,8.23
3854,3854,2019-03-07 09:05:31,2019-03-07 09:23:23,1,1.7,12.0,2.0,0.0,17.3,yellow,credit card,Yorkville West,Midtown East,Manhattan,Manhattan,2019-03-07,2019,3,7,9,Thursday,17.87
3855,3855,2019-03-25 07:46:54,2019-03-25 07:52:22,1,0.77,5.5,2.2,0.0,11.0,yellow,credit card,Sutton Place/Turtle Bay North,Midtown North,Manhattan,Manhattan,2019-03-25,2019,3,25,7,Monday,5.47
3856,3856,2019-03-05 10:54:33,2019-03-05 11:08:08,2,1.98,11.0,2.86,0.0,17.16,yellow,credit card,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2019-03-05,2019,3,5,10,Tuesday,13.58
3857,3857,2019-03-30 08:29:43,2019-03-30 08:44:54,1,7.68,23.0,5.0,5.76,34.56,yellow,credit card,East Harlem South,LaGuardia Airport,Manhattan,Queens,2019-03-30,2019,3,30,8,Saturday,15.18
3858,3858,2019-03-05 17:46:14,2019-03-05 17:51:21,1,0.5,5.0,0.0,0.0,9.3,yellow,cash,Kips Bay,Midtown East,Manhattan,Manhattan,2019-03-05,2019,3,5,17,Tuesday,5.12
3859,3859,2019-03-04 14:17:58,2019-03-04 14:22:18,1,0.7,5.0,1.65,0.0,9.95,yellow,credit card,Midtown Center,Midtown East,Manhattan,Manhattan,2019-03-04,2019,3,4,14,Monday,4.33
3860,3860,2019-03-25 13:38:56,2019-03-25 13:45:43,1,0.9,6.5,0.0,0.0,9.8,yellow,cash,Upper East Side South,Midtown East,Manhattan,Manhattan,2019-03-25,2019,3,25,13,Monday,6.78
3861,3861,2019-03-10 08:44:52,2019-03-10 08:48:23,1,0.78,5.0,2.08,0.0,10.38,yellow,credit card,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan,2019-03-10,2019,3,10,8,Sunday,3.52
3862,3862,2019-03-05 20:44:20,2019-03-05 20:49:22,1,0.8,5.5,1.0,0.0,10.3,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan,2019-03-05,2019,3,5,20,Tuesday,5.03
3863,3863,2019-03-27 09:09:23,2019-03-27 09:17:13,2,1.61,7.5,2.16,0.0,12.96,yellow,credit card,Meatpacking/West Village West,Battery Park City,Manhattan,Manhattan,2019-03-27,2019,3,27,9,Wednesday,7.83
3864,3864,2019-03-05 14:18:54,2019-03-05 14:27:11,1,0.72,7.0,0.0,0.0,10.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan,2019-03-05,2019,3,5,14,Tuesday,8.28
3865,3865,2019-03-26 13:34:56,2019-03-26 13:47:40,1,1.5,9.5,2.55,0.0,15.35,yellow,credit card,Union Sq,Midtown East,Manhattan,Manhattan,2019-03-26,2019,3,26,13,Tuesday,12.73
3866,3866,2019-03-30 13:55:41,2019-03-30 14:06:03,1,1.09,8.0,2.26,0.0,13.56,yellow,credit card,Flatiron,East Chelsea,Manhattan,Manhattan,2019-03-30,2019,3,30,13,Saturday,10.37
3867,3867,2019-03-02 14:48:17,2019-03-02 14:55:42,1,0.78,6.5,1.96,0.0,11.76,yellow,credit card,Flatiron,East Chelsea,Manhattan,Manhattan,2019-03-02,2019,3,2,14,Saturday,7.42
3868,3868,2019-03-29 12:36:06,2019-03-29 12:54:24,1,1.78,12.5,3.16,0.0,18.96,yellow,credit card,Greenwich Village North,Garment District,Manhattan,Manhattan,2019-03-29,2019,3,29,12,Friday,18.3
3869,3869,2019-03-27 21:45:29,2019-03-27 22:11:14,1,11.2,31.5,0.0,0.0,32.8,yellow,cash,JFK Airport,Elmhurst,Queens,Queens,2019-03-27,2019,3,27,21,Wednesday,25.75
3870,3870,2019-03-03 03:03:11,2019-03-03 03:13:09,1,0.99,8.0,0.0,0.0,11.8,yellow,credit card,East Village,SoHo,Manhattan,Manhattan,2019-03-03,2019,3,3,3,Sunday,9.97
3871,3871,2019-03-07 09:10:21,2019-03-07 09:12:50,1,0.44,4.0,1.82,0.0,9.12,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan,2019-03-07,2019,3,7,9,Thursday,2.48
3872,3872,2019-03-15 10:31:54,2019-03-15 10:37:37,1,0.84,5.5,1.76,0.0,10.56,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan,2019-03-15,2019,3,15,10,Friday,5.72
3873,3873,2019-03-21 15:02:49,2019-03-21 15:29:52,2,4.31,20.0,4.66,0.0,27.96,yellow,credit card,Central Park,West Chelsea/Hudson Yards,Manhattan,Manhattan,2019-03-21,2019,3,21,15,Thursday,27.05
3874,3874,2019-03-15 14:12:29,2019-03-15 14:17:27,1,0.4,5.0,1.65,0.0,9.95,yellow,credit card,SoHo,Hudson Sq,Manhattan,Manhattan,2019-03-15,2019,3,15,14,Friday,4.97
3875,3875,2019-03-30 17:07:48,2019-03-30 18:10:46,6,28.15,52.0,12.46,9.5,74.76,yellow,credit card,Financial District North,JFK Airport,Manhattan,Queens,2019-03-30,2019,3,30,17,Saturday,62.97
3876,3876,2019-03-30 19:06:26,2019-03-30 19:21:31,1,1.56,10.5,2.0,0.0,15.8,yellow,credit card,Midtown Center,East Chelsea,Manhattan,Manhattan,2019-03-30,2019,3,30,19,Saturday,15.08
3877,3877,2019-03-13 09:27:51,2019-03-13 09:36:58,1,1.6,8.0,1.0,0.0,12.3,yellow,credit card,Union Sq,Hudson Sq,Manhattan,Manhattan,2019-03-13,2019,3,13,9,Wednesday,9.12
3878,3878,2019-03-30 04:21:04,2019-03-30 04:26:22,4,0.71,5.5,1.86,0.0,11.16,yellow,credit card,West Chelsea/Hudson Yards,West Village,Manhattan,Manhattan,2019-03-30,2019,3,30,4,Saturday,5.3
3879,3879,2019-03-16 11:26:37,2019-03-16 11:30:14,1,1.2,5.5,0.5,0.0,9.3,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan,2019-03-16,2019,3,16,11,Saturday,3.62
3880,3880,2019-03-19 19:22:56,2019-03-19 19:45:28,1,8.7,27.0,7.41,5.76,44.47,yellow,credit card,LaGuardia Airport,Garment District,Queens,Manhattan,2019-03-19,2019,3,19,19,Tuesday,22.53
3881,3881,2019-03-28 18:34:05,2019-03-28 18:40:29,1,0.87,6.0,2.06,0.0,12.36,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan,2019-03-28,2019,3,28,18,Thursday,6.4
3882,3882,2019-03-23 19:24:28,2019-03-23 19:47:17,0,1.5,14.5,3.0,0.0,20.8,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan,2019-03-23,2019,3,23,19,Saturday,22.82
3883,3883,2019-03-01 20:02:32,2019-03-01 20:08:40,2,0.9,6.0,1.95,0.0,11.75,yellow,credit card,Sutton Place/Turtle Bay North,Kips Bay,Manhattan,Manhattan,2019-03-01,2019,3,1,20,Friday,6.13
3884,3884,2019-03-07 10:51:03,2019-03-07 11:08:09,2,5.59,18.5,0.0,0.0,21.8,yellow,cash,Lenox Hill East,Central Harlem,Manhattan,Manhattan,2019-03-07,2019,3,7,10,Thursday,17.1
3885,3885,2019-03-06 22:09:34,2019-03-06 22:22:38,1,2.23,10.5,2.86,0.0,17.16,yellow,credit card,Times Sq/Theatre District,Upper West Side South,Manhattan,Manhattan,2019-03-06,2019,3,6,22,Wednesday,13.07
3886,3886,2019-03-11 06:20:58,2019-03-11 06:34:36,1,3.09,12.5,0.0,0.0,15.8,yellow,cash,Clinton East,Morningside Heights,Manhattan,Manhattan,2019-03-11,2019,3,11,6,Monday,13.63
3887,3887,2019-03-16 01:09:58,2019-03-16 01:14:17,6,0.8,5.0,1.76,0.0,10.56,yellow,credit card,Penn Station/Madison Sq West,West Village,Manhattan,Manhattan,2019-03-16,2019,3,16,1,Saturday,4.32
3888,3888,2019-03-12 08:22:40,2019-03-12 08:31:57,1,0.61,7.0,0.0,0.0,10.3,yellow,cash,Times Sq/Theatre District,Clinton East,Manhattan,Manhattan,2019-03-12,2019,3,12,8,Tuesday,9.28
3890,3890,2019-03-19 21:45:39,2019-03-19 22:31:00,1,18.52,52.0,15.26,5.76,76.32,yellow,credit card,JFK Airport,Midtown North,Queens,Manhattan,2019-03-19,2019,3,19,21,Tuesday,45.35
3891,3891,2019-03-05 22:54:02,2019-03-05 22:56:56,1,0.3,4.0,1.95,0.0,9.75,yellow,credit card,Sutton Place/Turtle Bay North,Midtown East,Manhattan,Manhattan,2019-03-05,2019,3,5,22,Tuesday,2.9
3892,3892,2019-03-02 02:39:49,2019-03-02 02:46:38,1,0.89,6.0,2.45,0.0,12.25,yellow,credit card,East Village,Little Italy/NoLiTa,Manhattan,Manhattan,2019-03-02,2019,3,2,2,Saturday,6.82
3893,3893,2019-03-17 00:35:34,2019-03-17 00:41:34,1,0.8,6.0,1.95,0.0,11.75,yellow,credit card,Little Italy/NoLiTa,East Village,Manhattan,Manhattan,2019-03-17,2019,3,17,0,Sunday,6.0
3894,3894,2019-03-29 04:52:30,2019-03-29 05:19:30,1,17.03,52.0,0.0,0.0,55.3,yellow,cash,Central Park,JFK Airport,Manhattan,Queens,2019-03-29,2019,3,29,4,Friday,27.0
3895,3895,2019-03-15 15:21:08,2019-03-15 15:22:58,1,0.2,3.5,1.36,0.0,8.16,yellow,credit card,Penn Station/Madison Sq West,Garment District,Manhattan,Manhattan,2019-03-15,2019,3,15,15,Friday,1.83
3896,3896,2019-03-27 21:47:22,2019-03-27 22:05:08,1,2.96,12.5,3.26,0.0,19.56,yellow,credit card,Gramercy,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2019-03-27,2019,3,27,21,Wednesday,17.77
3897,3897,2019-03-14 18:34:09,2019-03-14 19:02:41,1,9.5,29.0,7.8,5.76,46.86,yellow,credit card,LaGuardia Airport,Midtown East,Queens,Manhattan,2019-03-14,2019,3,14,18,Thursday,28.53
3898,3898,2019-03-26 07:18:10,2019-03-26 07:26:51,2,1.67,7.5,1.66,0.0,9.96,yellow,credit card,Carroll Gardens,Brooklyn Heights,Brooklyn,Brooklyn,2019-03-26,2019,3,26,7,Tuesday,8.68
3899,3899,2019-03-30 12:43:16,2019-03-30 12:58:44,2,2.54,12.5,3.16,0.0,18.96,yellow,credit card,East Village,Midtown South,Manhattan,Manhattan,2019-03-30,2019,3,30,12,Saturday,15.47
3900,3900,2019-03-06 07:24:09,2019-03-06 07:31:53,1,1.2,7.5,2.16,0.0,12.96,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan,2019-03-06,2019,3,6,7,Wednesday,7.73
3901,3901,2019-03-04 07:23:37,2019-03-04 07:25:58,1,0.79,4.0,1.0,0.0,8.3,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan,2019-03-04,2019,3,4,7,Monday,2.35
3902,3902,2019-03-13 09:28:50,2019-03-13 09:58:19,1,2.43,18.5,4.36,0.0,26.16,yellow,credit card,West Chelsea/Hudson Yards,Midtown Center,Manhattan,Manhattan,2019-03-13,2019,3,13,9,Wednesday,29.48
3903,3903,2019-03-19 05:54:48,2019-03-19 06:03:56,1,2.7,10.0,2.65,0.0,15.95,yellow,credit card,Yorkville West,Midtown East,Manhattan,Manhattan,2019-03-19,2019,3,19,5,Tuesday,9.13
3904,3904,2019-03-01 17:17:01,2019-03-01 17:47:22,1,3.33,20.5,4.96,0.0,29.76,yellow,credit card,Kips Bay,Long Island City/Hunters Point,Manhattan,Queens,2019-03-01,2019,3,1,17,Friday,30.35
3905,3905,2019-03-10 12:00:39,2019-03-10 12:21:59,1,3.8,17.0,6.05,0.0,26.35,yellow,credit card,Upper East Side North,West Chelsea/Hudson Yards,Manhattan,Manhattan,2019-03-10,2019,3,10,12,Sunday,21.33
3906,3906,2019-03-11 14:46:38,2019-03-11 14:55:09,1,1.0,7.0,0.0,0.0,10.3,yellow,cash,Lincoln Square West,West Chelsea/Hudson Yards,Manhattan,Manhattan,2019-03-11,2019,3,11,14,Monday,8.52
3907,3907,2019-03-06 18:52:14,2019-03-06 19:19:34,5,8.37,27.0,3.0,0.0,34.3,yellow,credit card,Yorkville West,Williamsburg (North Side),Manhattan,Brooklyn,2019-03-06,2019,3,6,18,Wednesday,27.33
3908,3908,2019-03-11 09:54:06,2019-03-11 10:09:14,1,4.54,17.0,2.0,0.0,19.8,yellow,credit card,Manhattan Valley,Washington Heights South,Manhattan,Manhattan,2019-03-11,2019,3,11,9,Monday,15.13
3909,3909,2019-03-13 11:22:33,2019-03-13 11:30:21,1,0.64,6.0,1.5,0.0,10.8,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,2019-03-13,2019,3,13,11,Wednesday,7.8
3910,3910,2019-03-09 05:03:31,2019-03-09 05:14:37,1,5.0,16.5,4.05,0.0,24.35,yellow,credit card,Financial District South,Murray Hill,Manhattan,Manhattan,2019-03-09,2019,3,9,5,Saturday,11.1
3911,3911,2019-03-28 20:18:46,2019-03-28 20:28:41,1,0.9,8.0,0.0,0.0,11.8,yellow,cash,Garment District,Midtown North,Manhattan,Manhattan,2019-03-28,2019,3,28,20,Thursday,9.92
3912,3912,2019-03-20 23:06:47,2019-03-20 23:46:34,2,19.3,52.0,11.05,0.0,66.35,yellow,credit card,JFK Airport,Alphabet City,Queens,Manhattan,2019-03-20,2019,3,20,23,Wednesday,39.78
